Gender,Age,Game,Hours
male,32-33,EQ2,6
male,32-33,WoW,6
male,32-33,WoW,6
male,32-33,DAOC,6
male,32-33,WoW,6
male,32-33,WoW,6
male,32-33,WoW,6
male,32-33,WoW,6
male,32-33,WoW,6
male,32-33,WoW,6
male,32-33,WoW,6
male,32-33,EQ,6
male,32-33,WoW,6
male,32-33,WoW,6
male,32-33,SWG,6
female,32-33,EQ2,6
female,32-33,EQ2,6
female,32-33,WoW,6
female,32-33,EQ2,6
male,32-33,WoW,6
male,32-33,WoW,6
male,32-33,UO,6
male,32-33,EQ2,6
male,32-33,WoW,6
male,32-33,WoW,6
male,32-33,EQ,6
male,32-33,WoW,6
male,32-33,WoW,6
male,32-33,WoW,6
female,34-35,EQ,6
female,34-35,EQ2,6
male,34-35,EQ2,6
male,34-35,EQ,6
male,34-35,WoW,6
male,34-35,EQ,6
male,34-35,UO,6
male,34-35,CoH,6
male,34-35,CoH,6
female,34-35,EQ2,6
female,34-35,WoW,6
female,34-35,EQ,6
male,34-35,WoW,6
male,34-35,WoW,6
male,34-35,WoW,6
male,34-35,DAOC,6
male,34-35,WoW,6
male,34-35,WoW,6
male,34-35,EQ2,6
female,36-37,SWG,6
female,36-37,EQ,6
male,36-37,EQ2,6
male,36-37,WoW,6
male,36-37,WoW,6
male,36-37,EQ,6
male,36-37,UO,6
male,36-37,WoW,6
male,36-37,WoW,6
male,36-37,WoW,6
female,36-37,EQ,6
male,36-37,EQ2,6
male,36-37,WoW,6
male,36-37,WoW,6
male,36-37,WoW,6
male,36-37,WoW,6
male,36-37,WoW,6
female,38-39,WoW,6
female,38-39,UO,6
male,38-39,WoW,6
male,38-39,WoW,6
male,38-39,WoW,6
male,38-39,WoW,6
male,38-39,WoW,6
male,38-39,EQ,6
male,38-39,EQ,6
male,38-39,DAOC,6
male,38-39,WoW,6
male,38-39,WoW,6
male,38-39,WoW,6
male,40-41,Other,6
male,40-41,WoW,6
male,40-41,WoW,6
female,40-41,EQ,6
male,40-41,EQ,6
male,40-41,WoW,6
male,40-41,AO,6
male,40-41,WoW,6
female,42-43,WoW,6
male,42-43,EQ,6
female,42-43,Other,6
male,42-43,WoW,6
male,42-43,WoW,6
female,44-45,WoW,6
male,44-45,EQ2,6
male,44-45,WoW,6
female,46-47,CoH,6
female,46-47,EQ2,6
female,48-49,EQ2,6
male,48-49,EQ2,6
male,48-49,WoW,6
female,48-49,EQ,6
female,50-51,EQ2,6
male,50-51,WoW,6
female,52-53,WoW,6
male,54-55,WoW,6
female,56-57,Other,6
male,60-,SWG,6
male,32-33,WoW,6
male,12-13,EQ2,6
male,16-17,WoW,6
male,22-23,DAOC,6
male,24-25,FFXI,6
female,24-25,WoW,6
male,28-29,WoW,6
female,30-31,WoW,6
male,36-37,WoW,6
female,50-51,WoW,6
male,32-33,EQ,7
male,38-39,WoW,7
male,18-19,WoW,7
male,14-15,WoW,7
male,14-15,WoW,7
male,16-17,Other,7
male,16-17,EQ,7
male,16-17,DAOC,7
male,16-17,WoW,7
male,16-17,EQ,7
male,18-19,EQ2,7
male,18-19,WoW,7
male,18-19,WoW,7
male,18-19,EQ2,7
male,18-19,WoW,7
male,18-19,WoW,7
male,18-19,WoW,7
male,18-19,WoW,7
female,20-21,Other,7
male,20-21,Other,7
male,20-21,EQ2,7
male,20-21,DAOC,7
male,20-21,WoW,7
male,20-21,WoW,7
male,20-21,WoW,7
male,20-21,Other,7
male,20-21,WoW,7
female,20-21,WoW,7
male,20-21,WoW,7
male,20-21,WoW,7
male,20-21,WoW,7
male,20-21,WoW,7
male,20-21,WoW,7
male,20-21,WoW,7
male,20-21,EQ2,7
male,20-21,WoW,7
male,20-21,WoW,7
male,20-21,WoW,7
male,20-21,WoW,7
male,22-23,WoW,7
male,22-23,WoW,7
male,22-23,Other,7
male,22-23,WoW,7
male,22-23,WoW,7
male,22-23,WoW,7
male,22-23,WoW,7
male,22-23,DAOC,7
male,22-23,FFXI,7
male,22-23,EQ2,7
male,22-23,WoW,7
male,22-23,WoW,7
male,22-23,WoW,7
male,22-23,WoW,7
male,22-23,WoW,7
male,22-23,WoW,7
female,24-25,WoW,7
male,24-25,WoW,7
male,24-25,SWG,7
male,24-25,WoW,7
male,24-25,WoW,7
male,24-25,WoW,7
male,24-25,SWG,7
male,24-25,FFXI,7
female,26-27,WoW,7
female,26-27,WoW,7
male,26-27,WoW,7
male,26-27,WoW,7
male,26-27,WoW,7
male,26-27,WoW,7
male,26-27,WoW,7
male,26-27,WoW,7
male,26-27,WoW,7
male,26-27,CoH,7
male,26-27,WoW,7
male,26-27,WoW,7
male,28-29,WoW,7
male,28-29,WoW,7
male,28-29,EQ,7
male,28-29,EQ,7
male,28-29,WoW,7
male,28-29,WoW,7
male,28-29,WoW,7
male,28-29,WoW,7
male,30-31,WoW,7
female,30-31,EQ,7
male,30-31,WoW,7
male,30-31,WoW,7
female,32-33,WoW,7
male,32-33,WoW,7
male,32-33,WoW,7
male,32-33,WoW,7
male,32-33,EQ,7
male,34-35,WoW,7
male,34-35,WoW,7
male,34-35,SWG,7
male,34-35,WoW,7
male,34-35,WoW,7
male,34-35,WoW,7
male,34-35,WoW,7
male,36-37,EQ2,7
male,36-37,WoW,7
male,36-37,WoW,7
female,36-37,WoW,7
female,38-39,UO,7
female,38-39,WoW,7
male,42-43,WoW,7
male,44-45,WoW,7
male,46-47,EQ,7
female,50-51,WoW,7
male,54-55,WoW,7
male,14-15,UO,7
male,16-17,WoW,7
male,18-19,Other,7
male,18-19,WoW,7
male,20-21,EQ2,7
male,22-23,WoW,7
male,24-25,WoW,7
male,26-27,WoW,7
male,26-27,CoH,7
male,32-33,EQ2,7
male,32-33,AO,7
male,34-35,AO,7
female,46-47,EQ2,7
male,14-15,WoW,7
male,20-21,EQ2,7
female,46-47,Other,7
male,48-49,Other,7
male,18-19,WoW,8
male,38-39,EQ2,8
male,14-15,Other,8
male,14-15,WoW,8
female,14-15,DAOC,8
male,14-15,AO,8
male,14-15,WoW,8
female,16-17,SWG,8
male,16-17,WoW,8
male,16-17,WoW,8
female,18-19,WoW,8
male,18-19,FFXI,8
male,18-19,Other,8
male,18-19,WoW,8
male,18-19,EQ2,8
male,18-19,WoW,8
male,18-19,WoW,8
male,18-19,WoW,8
male,18-19,WoW,8
male,18-19,DAOC,8
male,18-19,WoW,8
male,18-19,WoW,8
male,18-19,WoW,8
male,18-19,WoW,8
male,18-19,WoW,8
male,18-19,DAOC,8
male,18-19,WoW,8
male,18-19,DAOC,8
male,18-19,Other,8
male,18-19,WoW,8
male,18-19,EQ,8
male,20-21,WoW,8
male,20-21,WoW,8
male,20-21,SWG,8
male,20-21,WoW,8
male,20-21,WoW,8
male,20-21,WoW,8
male,20-21,WoW,8
male,20-21,WoW,8
male,20-21,WoW,8
male,20-21,WoW,8
male,20-21,WoW,8
female,20-21,WoW,8
male,20-21,WoW,8
male,20-21,Other,8
male,20-21,WoW,8
male,20-21,WoW,8
male,20-21,WoW,8
male,20-21,WoW,8
male,20-21,WoW,8
male,20-21,WoW,8
male,20-21,WoW,8
male,20-21,WoW,8
male,20-21,WoW,8
female,22-23,WoW,8
male,22-23,EQ2,8
male,22-23,UO,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,WoW,8
female,22-23,WoW,8
female,22-23,UO,8
female,22-23,EQ,8
male,22-23,EQ2,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,WoW,8
male,22-23,AO,8
female,24-25,WoW,8
female,24-25,EQ,8
male,24-25,WoW,8
male,24-25,EQ,8
male,24-25,WoW,8
male,24-25,EQ2,8
male,24-25,WoW,8
male,24-25,WoW,8
male,24-25,WoW,8
male,24-25,WoW,8
male,24-25,WoW,8
female,24-25,WoW,8
female,24-25,EQ,8
male,24-25,WoW,8
male,24-25,WoW,8
male,24-25,FFXI,8
male,24-25,WoW,8
male,24-25,WoW,8
male,24-25,WoW,8
male,24-25,WoW,8
male,24-25,WoW,8
male,24-25,WoW,8
male,24-25,FFXI,8
male,24-25,WoW,8
female,26-27,EQ2,8
female,26-27,WoW,8
male,26-27,UO,8
male,26-27,EQ2,8
male,26-27,WoW,8
male,26-27,WoW,8
male,26-27,WoW,8
male,26-27,EQ2,8
male,26-27,WoW,8
male,26-27,WoW,8
male,26-27,EQ2,8
male,26-27,WoW,8
male,26-27,WoW,8
male,26-27,WoW,8
male,26-27,SWG,8
male,26-27,EQ,8
male,26-27,WoW,8
female,28-29,WoW,8
female,28-29,WoW,8
female,28-29,EQ,8
male,28-29,WoW,8
male,28-29,WoW,8
male,28-29,EQ,8
male,28-29,WoW,8
male,28-29,WoW,8
male,28-29,WoW,8
male,28-29,EQ2,8
male,28-29,EQ2,8
male,28-29,WoW,8
female,28-29,WoW,8
male,28-29,Other,8
male,28-29,WoW,8
male,28-29,Other,8
male,28-29,UO,8
male,28-29,WoW,8
female,30-31,EQ2,8
male,30-31,Other,8
male,30-31,WoW,8
male,30-31,WoW,8
male,30-31,EQ2,8
male,30-31,AO,8
male,30-31,WoW,8
female,30-31,WoW,8
female,30-31,WoW,8
male,30-31,WoW,8
male,30-31,EQ2,8
male,30-31,DAOC,8
male,30-31,WoW,8
male,32-33,WoW,8
male,32-33,WoW,8
male,32-33,WoW,8
female,32-33,EQ2,8
male,32-33,EQ2,8
male,32-33,EQ2,8
male,32-33,EQ,8
male,32-33,Other,8
male,32-33,EQ2,8
male,32-33,WoW,8
male,32-33,EQ,8
male,32-33,EQ,8
male,34-35,WoW,8
male,34-35,EQ2,8
male,34-35,WoW,8
male,34-35,WoW,8
male,34-35,UO,8
female,34-35,CoH,8
male,34-35,WoW,8
female,36-37,WoW,8
female,36-37,EQ,8
female,36-37,EQ2,8
male,36-37,EQ2,8
male,36-37,WoW,8
male,36-37,WoW,8
male,36-37,WoW,8
male,36-37,WoW,8
male,36-37,WoW,8
female,36-37,UO,8
male,36-37,WoW,8
male,36-37,WoW,8
male,36-37,WoW,8
male,36-37,WoW,8
male,36-37,EQ,8
female,38-39,CoH,8
female,38-39,EQ,8
male,38-39,Other,8
male,38-39,SWG,8
male,38-39,WoW,8
male,38-39,WoW,8
female,40-41,EQ2,8
male,40-41,SWG,8
male,40-41,EQ,8
male,40-41,EQ,8
female,40-41,WoW,8
female,44-45,EQ,8
male,44-45,EQ2,8
male,44-45,WoW,8
male,44-45,AO,8
female,50-51,EQ2,8
female,50-51,EQ,8
male,54-55,WoW,8
male,56-57,WoW,8
male,18-19,WoW,8
male,20-21,WoW,8
male,22-23,WoW,8
female,22-23,EQ2,8
male,22-23,SWG,8
male,22-23,WoW,8
male,24-25,EQ2,8
female,28-29,EQ2,8
male,28-29,WoW,8
male,30-31,WoW,8
male,30-31,WoW,8
male,36-37,WoW,8
male,44-45,CoH,9
male,16-17,WoW,9
male,16-17,FFXI,9
male,16-17,WoW,9
male,16-17,FFXI,9
male,18-19,WoW,9
male,18-19,EQ,9
male,18-19,FFXI,9
female,18-19,AO,9
female,18-19,WoW,9
male,20-21,WoW,9
female,22-23,WoW,9
male,22-23,WoW,9
male,22-23,WoW,9
male,24-25,WoW,9
male,24-25,WoW,9
male,26-27,WoW,9
male,26-27,WoW,9
male,26-27,EQ2,9
male,28-29,CoH,9
male,28-29,WoW,9
female,30-31,EQ,9
male,30-31,SWG,9
male,30-31,WoW,9
male,32-33,WoW,9
male,32-33,SWG,9
male,40-41,WoW,9
male,46-47,WoW,9
male,56-57,Other,9
male,32-33,WoW,9
male,16-17,WoW,10
male,18-19,WoW,10
male,20-21,WoW,10
male,20-21,WoW,10
male,20-21,Other,10
male,18-19,WoW,10
female,20-21,Other,10
male,14-15,WoW,10
male,14-15,WoW,10
male,16-17,WoW,10
male,16-17,WoW,10
male,16-17,WoW,10
male,16-17,EQ2,10
male,16-17,WoW,10
male,16-17,WoW,10
male,16-17,WoW,10
female,18-19,EQ2,10
male,18-19,WoW,10
male,18-19,FFXI,10
male,18-19,WoW,10
male,18-19,WoW,10
male,18-19,WoW,10
male,18-19,WoW,10
male,18-19,EQ2,10
male,18-19,FFXI,10
male,18-19,SWG,10
male,18-19,WoW,10
male,18-19,WoW,10
male,18-19,WoW,10
male,20-21,WoW,10
male,20-21,WoW,10
male,20-21,WoW,10
male,20-21,WoW,10
male,20-21,WoW,10
female,20-21,WoW,10
male,20-21,WoW,10
male,20-21,WoW,10
male,20-21,EQ2,10
male,20-21,WoW,10
male,20-21,Other,10
male,20-21,WoW,10
male,20-21,WoW,10
male,20-21,WoW,10
male,20-21,WoW,10
female,22-23,WoW,10
male,22-23,WoW,10
male,22-23,WoW,10
male,22-23,WoW,10
male,22-23,WoW,10
male,22-23,WoW,10
male,22-23,WoW,10
male,22-23,WoW,10
male,22-23,WoW,10
male,22-23,EQ2,10
male,22-23,WoW,10
male,22-23,WoW,10
female,24-25,Other,10
female,24-25,Other,10
male,24-25,WoW,10
male,24-25,WoW,10
female,24-25,EQ2,10
male,24-25,WoW,10
male,24-25,SWG,10
male,24-25,WoW,10
male,26-27,WoW,10
male,26-27,WoW,10
male,26-27,WoW,10
male,26-27,WoW,10
male,26-27,EQ2,10
male,26-27,WoW,10
male,28-29,WoW,10
male,28-29,WoW,10
male,28-29,EQ,10
male,28-29,WoW,10
male,28-29,WoW,10
male,28-29,WoW,10
male,30-31,WoW,10
male,30-31,WoW,10
male,30-31,WoW,10
male,30-31,WoW,10
male,30-31,UO,10
male,30-31,WoW,10
male,30-31,WoW,10
male,32-33,WoW,10
male,32-33,WoW,10
male,34-35,WoW,10
female,34-35,WoW,10
male,36-37,WoW,10
male,36-37,WoW,10
female,36-37,WoW,10
male,38-39,SWG,10
female,42-43,EQ,10
male,42-43,WoW,10
female,44-45,WoW,10
male,44-45,EQ2,10
male,48-49,EQ,10
female,50-51,EQ2,10
female,50-51,EQ2,10
male,54-55,WoW,10
male,58-59,UO,10
male,58-59,WoW,10
female,60-,EQ,10
male,22-23,WoW,11
male,32-33,SWG,11
female,52-53,WoW,11
male,14-15,WoW,11
male,18-19,WoW,11
male,18-19,UO,11
male,22-23,WoW,11
female,26-27,WoW,11
male,32-33,WoW,11
male,36-37,EQ2,11
male,44-45,EQ2,11
male,14-15,FFXI,11
male,18-19,WoW,11
male,18-19,WoW,11
male,18-19,WoW,11
male,20-21,EQ2,11
male,20-21,WoW,11
male,20-21,WoW,11
male,20-21,WoW,11
male,20-21,Other,11
male,22-23,WoW,11
male,22-23,AO,11
female,28-29,Other,11
male,14-15,Other,12
male,16-17,WoW,12
male,16-17,WoW,12
male,18-19,WoW,12
male,18-19,WoW,12
male,18-19,WoW,12
male,18-19,EQ2,12
male,18-19,EQ2,12
male,18-19,WoW,12
male,20-21,WoW,12
male,20-21,WoW,12
male,20-21,WoW,12
male,20-21,WoW,12
male,20-21,WoW,12
male,20-21,WoW,12
male,20-21,WoW,12
male,20-21,EQ,12
male,22-23,Other,12
male,22-23,WoW,12
male,22-23,WoW,12
male,22-23,WoW,12
male,24-25,Other,12
male,24-25,WoW,12
male,24-25,WoW,12
male,26-27,Other,12
male,26-27,EQ,12
male,26-27,WoW,12
male,26-27,WoW,12
male,26-27,WoW,12
male,26-27,Other,12
male,26-27,WoW,12
female,28-29,WoW,12
male,30-31,WoW,12
male,30-31,WoW,12
female,32-33,WoW,12
male,32-33,WoW,12
female,34-35,DAOC,12
male,34-35,WoW,12
male,36-37,EQ2,12
female,40-41,WoW,12
male,46-47,WoW,12
female,52-53,WoW,12
male,52-53,EQ2,12
female,56-57,EQ2,12
female,60-,EQ,12
male,20-21,WoW,13
male,20-21,WoW,13
male,20-21,EQ,13
male,20-21,WoW,13
male,22-23,WoW,13
male,22-23,WoW,13
male,26-27,WoW,13
male,16-17,SWG,14
male,16-17,WoW,14
male,18-19,WoW,14
male,18-19,WoW,14
male,18-19,WoW,14
male,18-19,WoW,14
male,18-19,Other,14
male,20-21,WoW,14
male,20-21,WoW,14
male,20-21,EQ,14
male,22-23,WoW,14
male,22-23,WoW,14
male,22-23,WoW,14
male,26-27,WoW,14
female,28-29,EQ,14
male,32-33,WoW,14
female,34-35,AO,14
female,42-43,EQ2,14
male,20-21,WoW,14
female,22-23,WoW,14
male,22-23,WoW,14
female,28-29,WoW,14
male,22-23,WoW,15
male,20-21,WoW,15
male,22-23,Other,15
male,18-19,Other,16
male,18-19,WoW,16
male,20-21,WoW,16
male,20-21,WoW,16
male,22-23,DAOC,16
male,22-23,WoW,16
female,28-29,WoW,16
male,32-33,EQ,16
female,32-33,WoW,16
female,16-17,WoW,17
male,28-29,WoW,17
male,20-21,WoW,17
male,20-21,WoW,17
male,22-23,UO,17
female,26-27,Other,17
male,18-19,WoW,18
male,40-41,EQ,18
male,40-41,EQ,18
male,22-23,WoW,17
male,26-27,WoW,17
male,22-23,WoW,18
male,24-25,WoW,18
